text,space_num,symbolic_percent,space_percent,num_world,num_columns,front_spaces_perc,back_spaces
                                                                                                                     1.03        113+42,117.0,0.07407407407407407,0.9259259259259259,2.0,5.0,0.4448669201520912,0.48669201520912553
                                                                                                                                     −25,133.0,0.022058823529411766,0.9779411764705882,1.0,1.0,0.5057034220532319,0.4828897338403042
                                                                                                                                               1.05        123+26,143.0,0.062111801242236024,0.937888198757764,2.0,5.0,0.5437262357414449,0.38783269961977185
                                                                                                                                                               −22,159.0,0.018518518518518517,0.9814814814814815,1.0,1.0,0.6045627376425855,0.3840304182509505
                                                                                                                                                                                              1.09              18+1,190.0,0.03773584905660377,0.9622641509433962,2.0,8.0,0.7224334600760456,0.19391634980988592
                                                                                                                                                                                                                  −1,210.0,0.009433962264150943,0.9905660377358491,1.0,1.0,0.7984790874524715,0.19391634980988592
                                                                                                                                                                                                                             1.19            28+8,221.0,0.03319502074688797,0.966804979253112,2.0,7.0,0.8403041825095057,0.08365019011406849
                                                                                                                                                                                                                                               −5,239.0,0.008298755186721992,0.991701244813278,1.0,1.0,0.908745247148289,0.08365019011406849
                                                                                                                                                                                                                                                             1.07,253.0,0.01556420233463035,0.9844357976653697,1.0,1.0,0.9619771863117871,0.02281368821292773
"                         ★: In some observations a broad Fe K 𝛼 line is statistically needed, with the corresponding EW marked with ★. NGC 3227: 60202002004, 𝜎 =0.24+0.11",25.0,0.711764705882353,0.28823529411764703,25.0,1.0,0.09505703422053231,0.35361216730038025
                                                                                                                                                                     −0.10,165.0,0.029411764705882353,0.9705882352941176,1.0,1.0,0.6273764258555133,0.35361216730038025
"                                                                                                                                                                           keV. SWIFT J2127.4+5654: 60001110002, 𝜎 =0.28+0.14",171.0,0.20361990950226244,0.7963800904977376,6.0,1.0,0.6501901140684411,0.15969581749049433
                                                                                                                                                                                                                        −0.12,216.0,0.02262443438914027,0.9773755656108597,1.0,1.0,0.8212927756653993,0.15969581749049433
"                             keV; 60402008006, 𝜎 =0.29+0.20",29.0,0.4576271186440678,0.5423728813559322,4.0,1.0,0.11026615969581749,0.7756653992395437
                                                      −0.15,54.0,0.0847457627118644,0.9152542372881356,1.0,1.0,0.20532319391634982,0.7756653992395437
"                                                            keV; 60402008008, 𝜎 =0.28+0.16",60.0,0.3,0.7,4.0,1.0,0.22813688212927757,0.6577946768060836
                                                                                     −0.13,85.0,0.05555555555555555,0.9444444444444444,1.0,1.0,0.3231939163498099,0.6577946768060836
                                                                                           keV.,91.0,0.042105263157894736,0.9578947368421052,1.0,1.0,0.34600760456273766,0.6387832699619772
                                              60202002008/60202002004 (No.4/No.2)                                                                                                                                 60001110003/60001110002 (No.2/No.1),46.0,0.27755102040816326,0.7224489795918367,4.0,65.0,0.17490494296577946,0.0684410646387833
                             10       1                              60202002008 (No.4)                                                                                                            10       1,29.0,0.11219512195121951,0.8878048780487805,6.0,76.0,0.11026615969581749,0.22053231939163498
                                                                                                                                                                                                                                         60001110003 (No.2),233.0,0.06772908366533864,0.9322709163346614,2.0,1.0,0.8859315589353612,0.04562737642585546
                                                                     60202002004 (No.2)                                                                                                                                                  60001110002 (No.1),69.0,0.13545816733067728,0.8645418326693227,4.0,74.0,0.2623574144486692,0.04562737642585546
normlised counts s 1 keV 1                                                                                                                                            normlised counts s 1 keV 1,0.0,0.21875,0.78125,12.0,71.0,0.0,0.26996197718631176
                             10       2                                                                                                                                                            10       2,29.0,0.02926829268292683,0.9707317073170731,4.0,85.0,0.11026615969581749,0.22053231939163498
                             10       3                                                                                                                                                            10       3,29.0,0.02926829268292683,0.9707317073170731,4.0,85.0,0.11026615969581749,0.22053231939163498
                             10       4                                                                                                                                                            10       4,29.0,0.02926829268292683,0.9707317073170731,4.0,85.0,0.11026615969581749,0.22053231939163498
                                                       101                                                                                                                                                       model    101,55.0,0.049773755656108594,0.9502262443438914,3.0,78.0,0.20912547528517111,0.15969581749049433
                                    1.5,36.0,0.07692307692307693,0.9230769230769231,1.0,1.0,0.13688212927756654,0.8517110266159695
                                                                                                                                                                                                                 data,209.0,0.018779342723004695,0.9812206572769953,1.0,1.0,0.7946768060836502,0.1901140684410646
                                                                                                                                                                                                          1.4,202.0,0.014634146341463415,0.9853658536585366,1.0,1.0,0.7680608365019012,0.22053231939163498
                   Spectral ratio                                                                                                                                                        Spectral ratio,19.0,0.1306532663316583,0.8693467336683417,4.0,77.0,0.07224334600760456,0.2433460076045627
                                    1.2      model                                                                                                                                                        1.2,36.0,0.05365853658536585,0.9463414634146341,3.0,80.0,0.13688212927756654,0.22053231939163498
                                             data,45.0,0.08163265306122448,0.9183673469387755,1.0,1.0,0.17110266159695817,0.8136882129277566
                                            5.0       10.0                   30.0       50.0 70.0                                                                                                               5.0       10.0               30.0      50.0 70.0,44.0,0.1484375,0.8515625,10.0,84.0,0.16730038022813687,0.026615969581749055
                                                            Energy ( keV )                                                                                                                                                  Energy ( keV ),60.0,0.09401709401709402,0.905982905982906,8.0,74.0,0.22813688212927757,0.11026615969581754
  Figure 3. The rebinned FPMA spectra and spectral ratio (always the ratio of a brighter spectrum to a fainter one) of NGC 3227 (the left panel) and SWIFT,2.0,0.8116883116883117,0.18831168831168832,28.0,1.0,0.0076045627376425855,0.4144486692015209
"  J2127.4+5654 (the middle and right panels). Following Zhang et al. (2018), we adopt a single power law to fit each spectrum and derive the corresponding",2.0,0.8311688311688312,0.16883116883116878,25.0,1.0,0.0076045627376425855,0.4144486692015209
"  unfolded spectra for the calculation of spectra ratio. As approved in Zhang et al. (2018), the spectra ratio plot is insensitive to the adopted spectral model, except",2.0,0.8333333333333334,0.16666666666666663,27.0,1.0,0.0076045627376425855,0.3612167300380228
  for in the spectral range of Fe K𝛼 line (which is dropped from the plot). For NGC 3227 we plot the ratio of the two observations showing the most prominent,2.0,0.802547770700637,0.197452229299363,30.0,1.0,0.0076045627376425855,0.40304182509505704
  𝐸cut variation. The upward curvature in the lower left panel (deviation from a straight line at high energies) demonstrates clear “hotter-when-brighter” pattern in,2.0,0.8545454545454545,0.1454545454545455,23.0,1.0,0.0076045627376425855,0.37262357414448666
"  NGC 3227. For SWIFT J2127.4+5654 we plot the ratios of two observation pairs, showing both “cooler-when-brighter” (the downward high energy curvature",2.0,0.8543046357615894,0.14569536423841056,21.0,1.0,0.0076045627376425855,0.42585551330798477
"  in the lower middle panel) and “hotter-when-brighter” (the lower right panel) patterns. In the lower panels , the ratios of best-fit models presented in this work",2.0,0.8353658536585366,0.16463414634146345,26.0,1.0,0.0076045627376425855,0.376425855513308
"  are over-plotted, illustrating the 𝐸cut variations have been properly accounted in the spectral models.",2.0,0.8571428571428571,0.1428571428571429,14.0,1.0,0.0076045627376425855,0.6007604562737643
"  We let the photon index Γ, 𝐸 cut and the reflection fraction 𝑅 free to                                                                  with the Galactic absorption ignored due to its negligible impact on",2.0,0.5533980582524272,0.44660194174757284,26.0,34.0,0.0076045627376425855,0.21673003802281365
"  vary. In addition, zphabs is used to model the intrinsic absorption,                                                                    NuSTAR spectra. Replacing the 𝑧 𝑝ℎ𝑎𝑏𝑠 component with 𝑧𝑥𝑖 𝑝𝑐 𝑓 to",2.0,0.5495049504950495,0.45049504950495045,23.0,35.0,0.0076045627376425855,0.23193916349809884
                                                                                                                                          account for the partial covering reported in both sources (Turner et al.,138.0,0.2904761904761905,0.7095238095238094,12.0,1.0,0.5247148288973384,0.20152091254752846
"                                                                                                                                          2018; Sanfrutos et al. 2013) does not affect our 𝐸 cut measurements,",138.0,0.2766990291262136,0.7233009708737864,12.0,1.0,0.5247148288973384,0.21673003802281365
"  abundance AFe of 0.71 and an inclination angle of 49◦ , slightly different                                                              as such absorbers have negligible influence on NuSTAR spectra.",2.0,0.58,0.42000000000000004,22.0,32.0,0.0076045627376425855,0.2395437262357415
"  from the default values we adopted. Generally, larger AFe (inclination angle)",2.0,0.8481012658227848,0.15189873417721522,11.0,1.0,0.0076045627376425855,0.6996197718631179
"  would yield slightly higher (higher) reflection fraction R, smaller (larger)                                                               As for the Fe K emission lines, several lines have been previously",2.0,0.5893719806763285,0.41062801932367154,22.0,32.0,0.0076045627376425855,0.21292775665399244
  photon index Γ and lower (higher) cutoff energy 𝐸cut . However adopting                                                                 found in both sources with XMM-Newton spectra (e.g. Markowitz,2.0,0.5678391959798995,0.4321608040201005,21.0,33.0,0.0076045627376425855,0.2433460076045627
"  different values of AFe or inclination angle would not alter the main results                                                           et al. 2009; Marinucci et al. 2014), whereas some of them are insignif-",2.0,0.5933014354066986,0.40669856459330145,26.0,30.0,0.0076045627376425855,0.2053231939163498
"  of this work.                                                                                                                           icant in NuSTAR spectra, likely due to the limited spectral resolution",2.0,0.34134615384615385,0.6586538461538461,14.0,62.0,0.0076045627376425855,0.20912547528517111
"  MNRAS 000, 1–8 (2020)",2.0,0.782608695652174,0.21739130434782605,4.0,1.0,0.0076045627376425855,0.9125475285171103
avr_spaces,105.10211267605634,1.0,0.0,1.0,1.0,0.39962780485192523,0.9619771863117871
                                                                                          The High Energy Cutoff Variations                     L5,90.0,0.21232876712328766,0.7876712328767124,6.0,11.0,0.34220532319391633,0.4448669201520913
"(∼ 0.4 keV at 6 keV). We use a statistical standard to model possible          To quantifying the significance of the Λ shape, we perform Spear-",0.0,0.7708333333333334,0.22916666666666663,25.0,6.0,0.0,0.4524714828897338
"lines as follows. We add a zgauss component at 6.4 keV (rest frame)         man rank-order correlation analyses on the rising (obs. No. 1, 2, 3,",0.0,0.7777777777777778,0.2222222222222222,25.0,5.0,0.0,0.4524714828897338
"with its width fixed at 19 eV (the mean Fe K𝛼 line width in AGNs            4, 7) and descending (obs. No. 2, 3, 5, 6, 8) branches of the Λ shape.",0.0,0.7191780821917808,0.2808219178082192,31.0,7.0,0.0,0.4448669201520913
"measured with Chandra HETG, Shu et al. 2010) to describe a neutral          We find a positive correlation between 𝐸 cut and Γ (𝜌 = 0.87 with",0.0,0.7588652482269503,0.24113475177304966,26.0,6.0,0.0,0.4638783269961977
"and narrow Fe K𝛼 line. Since the Fe K𝛼 line could be relativistically       a p-value = 0.054) for the rising branch, and a negative correlation",0.0,0.7916666666666666,0.20833333333333337,25.0,4.0,0.0,0.4524714828897338
"broadened, we allow the width to vary freely. If a free width can sig-      for the descending branch (a 𝜌 = −0.90 with a p-value = 0.037).",0.0,0.7769784172661871,0.2230215827338129,27.0,4.0,0.0,0.47148288973384034
"nificantly improve the fit (Δ𝜒2 > 5), the corresponding fitting results     We also perform linear regression to measure the slopes of the two",0.0,0.8169014084507042,0.18309859154929575,23.0,3.0,0.0,0.4600760456273765
"are adopted (see Tab. 2). Furthermore, we find no other potential           branches of the Λ shape (𝛽 = 220 for the left and 𝛽 = −240 for the",0.0,0.7394366197183099,0.2605633802816901,28.0,6.0,0.0,0.4600760456273765
"lines in all the observations with this criterion. To sum up, our final     right). However, the Spearman’s correlation could be unreliable when",0.0,0.8263888888888888,0.17361111111111116,22.0,3.0,0.0,0.4524714828897338
"model in XSPEC form is 𝑐𝑜𝑛𝑠𝑡𝑎𝑛𝑡 × 𝑧 𝑝ℎ𝑎𝑏𝑠 × ( 𝑝𝑒𝑥𝑟𝑎𝑣 + 𝑧𝑔𝑎𝑢𝑠𝑠).             the sample size is small (e.g., n < 10), and random fluctuation can",0.0,0.7342657342657343,0.26573426573426573,27.0,7.0,0.0,0.45627376425855515
The spectra and the best-fit models are shown in Fig. A1.                   produce strong correlation/anti-correlation in small samples. Mean-,0.0,0.7552447552447552,0.2447552447552448,18.0,10.0,0.0,0.45627376425855515
"   Besides, we adopt different models to check the results. Firstly we      while, the measurement errors and the degeneracy of the parameters",3.0,0.8028169014084507,0.19718309859154926,21.0,4.0,0.011406844106463879,0.4600760456273765
replace the 𝑝𝑒𝑥𝑟𝑎𝑣 component with 𝑝𝑒𝑥𝑟𝑖𝑣 (Magdziarz & Zdziarski             should also be taken into account. We perform simulations to address,0.0,0.7847222222222222,0.2152777777777778,20.0,7.0,0.0,0.4524714828897338
1995) to take account of potential ionized reflection. As shown in          these issues. Assuming there is no intrinsic 𝐸 cut variation in SWIFT,0.0,0.7862068965517242,0.21379310344827585,23.0,6.0,0.0,0.4486692015209125
"Tab. 2, the results of the two models (𝑝𝑒𝑥𝑟𝑎𝑣 and 𝑝𝑒𝑥𝑟𝑖𝑣) are very          J2127.4+5654, we jointly fit all eight observations and derive a 𝐸 cut",0.0,0.773972602739726,0.226027397260274,25.0,6.0,0.0,0.4448669201520913
"close. Furthermore, we employ relxill (Dauser et al. 2010; García           of 80 keV. Starting from 𝐸 cut = 80 keV and other best-fit spectral pa-",0.0,0.7687074829931972,0.23129251700680276,25.0,6.0,0.0,0.44106463878326996
"et al. 2014) which models the spectra with a cutoff power law and           rameters (derived with 𝐸 cut tied) for each observation, we create one",0.0,0.7671232876712328,0.23287671232876717,25.0,6.0,0.0,0.4448669201520913
relativistic ionized reflection from the accretion disc. For SWIFT          artificial spectrum for each exposure using 𝑓 𝑎𝑘𝑒𝑖𝑡. We then perform,0.0,0.8055555555555556,0.19444444444444442,20.0,6.0,0.0,0.4524714828897338
J2127.4+5654 we fix its spin 𝑎 = 0.58 referring to Marinucci et al.         spectral fitting to those faked spectra to measure the simulated 𝐸 cut,0.0,0.7808219178082192,0.2191780821917808,25.0,5.0,0.0,0.4448669201520913
"(2014), while for NGC 3227 𝑎 is tied among the observations dur-            and Γ and perform Spearman rank and linear regression analyses.",0.0,0.7697841726618705,0.2302158273381295,22.0,7.0,0.0,0.47148288973384034
"ing fitting, with 𝑙𝑜𝑔𝜉 and 𝐴Fe tied among observations for both             We repeat the process 1000 times, and find only 26 runs out of them",0.0,0.7482517482517482,0.2517482517482518,25.0,7.0,0.0,0.45627376425855515
"sources. In this way, we derive 𝑎 = −0.36+0.31        , 𝑙𝑜𝑔𝜉 = 2.65+0.07    show stronger Spearman’s correlation and steeper linear regression",0.0,0.7887323943661971,0.21126760563380287,21.0,7.0,0.0,0.4600760456273765
                                                −0.22                −0.16,48.0,0.13513513513513514,0.8648648648648649,2.0,9.0,0.18250950570342206,0.7186311787072244
                                                                            slope (compared with the observed values) for the left side of the Λ,76.0,0.3888888888888889,0.6111111111111112,13.0,1.0,0.2889733840304182,0.4524714828897338
and 𝐴Fe = 2.78+0.61 −0.58,0.0,0.84,0.16000000000000003,5.0,1.0,0.0,0.9049429657794676
"                           for  NGC     3227,  and  𝑙𝑜𝑔𝜉    =  2.80 +0.05 ,",27.0,0.38666666666666666,0.6133333333333333,9.0,9.0,0.10266159695817491,0.714828897338403
"                                                                    −0.04   shape, while only 2 runs out of 1000 for the right one. This indicate",68.0,0.4206896551724138,0.5793103448275863,15.0,2.0,0.2585551330798479,0.4486692015209125
𝐴Fe = 1.20+0.42,0.0,0.8666666666666667,0.1333333333333333,3.0,1.0,0.0,0.9429657794676806
              −0.25,14.0,0.2631578947368421,0.736842105263158,1.0,1.0,0.053231939163498096,0.9277566539923955
                    for SWIFT J2127.4+5654. We let photon index             the rising and descending of the Λ pattern have statistical confidence,20.0,0.6643835616438356,0.3356164383561644,18.0,7.0,0.07604562737642585,0.4448669201520913
"Γ, reflection fraction and 𝐸 cut vary freely, and set other parameters      level of 97.4% and 99.8% respectively, showing statistical fluctua-",0.0,0.8251748251748252,0.1748251748251748,21.0,4.0,0.0,0.45627376425855515
including inclination and disk radii as default. As shown in Tab.           tions of the parameters and the degeneracy between Γ and 𝐸 cut are,0.0,0.7676056338028169,0.23239436619718312,24.0,6.0,0.0,0.4600760456273765
"2, while the 𝐸 cut results from two models are generally consistent         unlikely able to reproduce the observed Λ pattern.",0.0,0.7857142857142857,0.2142857142857143,20.0,5.0,0.0,0.5209125475285171
"within statistical uncertainties, the relxill model yields systematically",0.0,0.9041095890410958,0.09589041095890416,8.0,1.0,0.0,0.7224334600760456
smaller 𝐸 cut for NGC 3227 and larger 𝐸 cut for SWIFT J2127.4+5654,0.0,0.8181818181818182,0.18181818181818177,13.0,1.0,0.0,0.7490494296577948
"compared with the 𝑝𝑒𝑥𝑟𝑎𝑣 model. Nevertheless, the yielded 𝐸 cut",0.0,0.8571428571428571,0.1428571428571429,10.0,1.0,0.0,0.7604562737642586
"variation trends from two models, as the focus of this work, are            4 DISCUSSION",0.0,0.7272727272727273,0.2727272727272727,14.0,7.0,0.0,0.6653992395437263
"similar. Moreover, we adopt comptonized models 𝑥𝑖𝑙𝑙𝑣𝑒𝑟𝐶 𝑝 and",0.0,0.8688524590163934,0.1311475409836066,9.0,1.0,0.0,0.7680608365019012
                                                                            In Fig. 5 we plot 𝐸 cut – Γ for both our sources together with those,76.0,0.3680555555555556,0.6319444444444444,16.0,1.0,0.2889733840304182,0.4524714828897338
"𝑟𝑒𝑙𝑥𝑖𝑙𝑙𝐶 𝑝 (Dauser et al. 2010; García et al. 2014, for the normal",0.0,0.8181818181818182,0.18181818181818177,13.0,1.0,0.0,0.7490494296577948
                                                                            introduced in §1. For Ark 564 we convert the corona temperature,76.0,0.381294964028777,0.618705035971223,11.0,1.0,0.2889733840304182,0.47148288973384034
and relativistic reflection components respectively) to directly mea-,0.0,0.8985507246376812,0.10144927536231885,8.0,1.0,0.0,0.7376425855513308
"                                                                            𝑘𝑇e given by Barua et al. (2020) into 𝐸 cut , assuming an optically",76.0,0.3776223776223776,0.6223776223776224,14.0,1.0,0.2889733840304182,0.45627376425855515
sure the coronal temperature 𝑇e . The derived coronal temperatures,0.0,0.8636363636363636,0.13636363636363635,10.0,1.0,0.0,0.7490494296577948
                                                                            thick corona and 𝑘𝑇𝑒 ∼ 𝐸 cut /3 (Petrucci et al. 2001). For the other,76.0,0.3793103448275862,0.6206896551724138,15.0,1.0,0.2889733840304182,0.4486692015209125
𝑘𝑇relxillCp and 𝑘𝑇xillverCp (see Tab. 2) for SWIFT J2127.4+5654 are,0.0,0.8656716417910447,0.13432835820895528,10.0,1.0,0.0,0.7452471482889733
                                                                            four sources we simply take measurements from Zhang et al. (2018).,76.0,0.39436619718309857,0.6056338028169015,11.0,1.0,0.2889733840304182,0.4600760456273765
generally consistent with 1/3 of the measured 𝐸 pexrav (e.g. Petrucci,0.0,0.855072463768116,0.14492753623188404,11.0,1.0,0.0,0.7376425855513308
                                                                            Though all of them follow the common “softer-when-brighter” trend,76.0,0.40425531914893614,0.5957446808510638,9.0,1.0,0.2889733840304182,0.4638783269961977
"et al. 2001), but systematically smaller than 1/3 of the best-fit 𝐸 pexrav",0.0,0.8378378378378378,0.16216216216216217,13.0,1.0,0.0,0.7186311787072244
"                                                                            (see Fig. 4 and Zhang et al. 2018; Barua et al. 2020), they show",76.0,0.36428571428571427,0.6357142857142857,14.0,1.0,0.2889733840304182,0.467680608365019
for NGC 3227.,0.0,0.8461538461538461,0.15384615384615385,3.0,1.0,0.0,0.9505703422053232
"                                                                            different 𝐸 cut –Γ variation patterns. Interestingly, it appears that all",76.0,0.4228187919463087,0.5771812080536913,11.0,1.0,0.2889733840304182,0.4334600760456274
   From Tab. 2 we can see that 𝑝𝑒𝑥𝑟𝑎𝑣 and 𝑝𝑒𝑥𝑟𝑖𝑣 yield similarly            seven sources could be unified with the Λ shaped pattern seen in,3.0,0.7357142857142858,0.26428571428571423,24.0,7.0,0.011406844106463879,0.467680608365019
"smaller reduced 𝜒2 compared with other models, while 𝑝𝑒𝑥𝑟𝑖𝑣 has             SWIFT J2127.4+5654, e.g., “hotter-when-softer/brighter” at Γ .",0.0,0.7971014492753623,0.2028985507246377,17.0,7.0,0.0,0.47528517110266155
"one more free parameter than 𝑝𝑒𝑥𝑟𝑎𝑣. As 𝑝𝑒𝑥𝑟𝑎𝑣 is widely adopted            2.05, but “cooler-when-softer/brighter” at Γ & 2.05, though SWIFT",0.0,0.7872340425531915,0.21276595744680848,20.0,7.0,0.0,0.4638783269961977
in literature to measure 𝐸 cut in literature (e.g. Zhang et al. 2018;       J2127.4+5654 is the only source with Γ varying across the break,0.0,0.7913669064748201,0.2086330935251799,24.0,4.0,0.0,0.47148288973384034
"Molina et al. 2019; Panagiotou & Walter 2020), to directly compare          point, thus the only one showing the complete Λ pattern in a single",0.0,0.7762237762237763,0.22377622377622375,24.0,6.0,0.0,0.45627376425855515
"with those studies, hereafter we simply adopt the best-fit results          source.",0.0,0.7710843373493976,0.22891566265060237,11.0,6.0,0.0,0.6844106463878328
from 𝑝𝑒𝑥𝑟𝑎𝑣. Utilizing results from the other models however would             The common “softer-when-brighter” trend in Seyfert galaxies,0.0,0.7971014492753623,0.2028985507246377,17.0,7.0,0.0,0.47528517110266155
"not alter the conclusions of this work. Further note that in 𝑟𝑒𝑙𝑥𝑖𝑙𝑙,       was generally attributed to presumbly cooler corona during brighter",0.0,0.8181818181818182,0.18181818181818177,21.0,4.0,0.0,0.45627376425855515
"𝑟𝑒𝑙𝑥𝑖𝑙𝑙𝐶 𝑝 and 𝑥𝑖𝑙𝑙𝑣𝑒𝑟𝐶 𝑝, the reflection component and the Fe lines        phases due to more effective cooling by more seed photons. How-",0.0,0.7913669064748201,0.2086330935251799,23.0,5.0,0.0,0.47148288973384034
"are coupled under certain assumptions, which may bias the 𝐸 cut (or         ever, such scenario clearly contradicts the discovery of “hotter-when-",0.0,0.8082191780821918,0.1917808219178082,21.0,5.0,0.0,0.4448669201520913
"𝑇e ) measurements in some sources (e.g., Zhang et al. 2018; Kang            brighter” pattern detected in AGNs (e.g. Keek & Ballantyne 2016;",0.0,0.7714285714285715,0.22857142857142854,22.0,7.0,0.0,0.467680608365019
et al. 2020).                                                               Zhang et al. 2018). Geometry changes of the corona are required to,0.0,0.4647887323943662,0.5352112676056338,15.0,32.0,0.0,0.4600760456273765
   We plot the 𝐸 cut vs. Γ contours in Fig. 4 to illustrate the 𝐸 cut       reproduce the “softer-when-brighter” trend (e.g. Keek & Ballantyne,3.0,0.7746478873239436,0.22535211267605637,24.0,4.0,0.011406844106463879,0.4600760456273765
"variation patterns in two sources. A clear positive correlation between     2016; Zhang et al. 2018; Wu et al. 2020). Specifically, the corona",0.0,0.823943661971831,0.176056338028169,22.0,3.0,0.0,0.4600760456273765
𝐸 cut and Γ is seen in NGC 3227. However the 𝐸 cut –Γ plot of SWIFT         could be heated to a higher temperature and simultaneously driven,0.0,0.7588652482269503,0.24113475177304966,27.0,5.0,0.0,0.4638783269961977
"J2127.4+5654 exhibits a distinct Λ shape: 𝐸 cut increases with Γ at Γ       to inflate during X-ray brighter phases (Wu et al. 2020), leading to",0.0,0.7916666666666666,0.20833333333333337,25.0,4.0,0.0,0.4524714828897338
". 2.05, but reversely decreases at Γ & 2.05. Though considering the         a smaller opacity and thus softer spectra, and reproducing the ob-",0.0,0.7887323943661971,0.21126760563380287,23.0,5.0,0.0,0.4600760456273765
"degeneracy between 𝐸 cut and Γ, the rising part of the Λ shape is less      served “hotter-when-softer/brighter” pattern (the rising part of the",0.0,0.8125,0.1875,23.0,4.0,0.0,0.4524714828897338
"significant comparing with the declining part, the overall variation        Λ pattern). The inflation could be primarily vertical, as there are",0.0,0.8181818181818182,0.18181818181818177,20.0,5.0,0.0,0.45627376425855515
trend in SWIFT J2127.4+5654 clearly deviates from a monotonous              evidences that suggest the corona is vertically outflowing (e.g. Liu,0.0,0.7847222222222222,0.2152777777777778,19.0,8.0,0.0,0.4524714828897338
"function. Meanwhile, the common “softer-when-brighter” trend in             et al. 2014) and the corona could reach higher heights during brighter",0.0,0.7945205479452054,0.20547945205479456,19.0,7.0,0.0,0.4448669201520913
Seyfert galaxies is clear in both sources (Fig. 4).                         phases (Wilkins & Gallo 2015; Alston et al. 2020). Note in case of,0.0,0.6830985915492958,0.31690140845070425,22.0,13.0,0.0,0.4600760456273765
"                                                                                                                             MNRAS 000, 1–8 (2020)",125.0,0.1232876712328767,0.8767123287671232,4.0,1.0,0.4752851711026616,0.4448669201520913
avr_spaces,13.91025641025641,1.0,0.0,1.0,1.0,0.05289070878424491,0.9619771863117871
L6            Jia-Lai Kang et al.,0.0,0.5454545454545454,0.4545454545454546,5.0,7.0,0.0,0.8745247148288974
                                  NGC 3227                                                                      SWIFT J2127.4+5654,34.0,0.18461538461538463,0.8153846153846154,4.0,36.0,0.12927756653992395,0.5057034220532319
    1000,4.0,0.5,0.5,1.0,1.0,0.015209125475285171,0.9695817490494296
                                                                        6                                               2,72.0,0.01652892561983471,0.9834710743801653,2.0,24.0,0.2737642585551331,0.5399239543726235
                                        3             4,40.0,0.03636363636363636,0.9636363636363636,2.0,7.0,0.1520912547528517,0.7908745247148289
                                                  +,50.0,0.0196078431372549,0.9803921568627451,1.0,1.0,0.19011406844106463,0.8060836501901141
      500,6.0,0.3333333333333333,0.6666666666666667,1.0,1.0,0.022813688212927757,0.9657794676806084
                                                                                150,80.0,0.03614457831325301,0.963855421686747,1.0,1.0,0.3041825095057034,0.6844106463878328
                                                          +,58.0,0.01694915254237288,0.9830508474576272,1.0,1.0,0.22053231939163498,0.7756653992395437
 Ecut (keV),1.0,0.8181818181818182,0.18181818181818177,2.0,1.0,0.0038022813688212928,0.9581749049429658
                                                              +,62.0,0.015873015873015872,0.9841269841269842,1.0,1.0,0.23574144486692014,0.7604562737642586
                                                                            Ecut (keV)                                                     3,76.0,0.07142857142857142,0.9285714285714286,3.0,27.0,0.2889733840304182,0.467680608365019
                                                                    7                                                                                        8,68.0,0.012658227848101266,0.9873417721518988,2.0,45.0,0.2585551330798479,0.3992395437262357
                                                  5                                                                 +,50.0,0.017094017094017096,0.9829059829059829,2.0,33.0,0.19011406844106463,0.5551330798479088
      200,6.0,0.3333333333333333,0.6666666666666667,1.0,1.0,0.022813688212927757,0.9657794676806084
                                    +                                          100,36.0,0.04878048780487805,0.9512195121951219,2.0,22.0,0.13688212927756654,0.688212927756654
                                                                                                                              +,126.0,0.007874015748031496,0.9921259842519685,1.0,1.0,0.4790874524714829,0.5171102661596958
                                                                                                        7                                            +,104.0,0.013333333333333334,0.9866666666666667,2.0,23.0,0.39543726235741444,0.4296577946768061
                                   1                                                                            +,35.0,0.017699115044247787,0.9823008849557522,2.0,39.0,0.13307984790874525,0.5703422053231939
                    +,20.0,0.047619047619047616,0.9523809523809523,1.0,1.0,0.07604562737642585,0.9201520912547528
                                                                                         1                                                      +,89.0,0.013793103448275862,0.9862068965517241,2.0,28.0,0.33840304182509506,0.4486692015209125
      100                                                                                                       +,6.0,0.035398230088495575,0.9646017699115044,2.0,52.0,0.022813688212927757,0.5703422053231939
                                                                                             +                                                           +,93.0,0.012987012987012988,0.987012987012987,2.0,30.0,0.35361216730038025,0.4144486692015209
                        2                                                                                                                                               5,24.0,0.011834319526627219,0.9881656804733728,2.0,72.0,0.09125475285171103,0.35741444866920147
                                                                                                                                                6,144.0,0.006896551724137931,0.993103448275862,1.0,1.0,0.5475285171102662,0.4486692015209125
                                                                                  50                        4,82.0,0.027522935779816515,0.9724770642201834,2.0,13.0,0.311787072243346,0.5855513307984791
              1.6           1.7             1.8               1.9                                1.99               2                          2.1               2.2              0.6      0.8    1.0    1.2   1.4   1.6   1.8,14.0,0.1981981981981982,0.8018018018018018,15.0,79.0,0.053231939163498096,0.155893536121673
                                        Г                                                                                         Г,40.0,0.015267175572519083,0.9847328244274809,2.0,45.0,0.1520912547528517,0.5019011406844107
"Figure 4. Contour plots (at 1 𝜎 and 90% confidence levels) of Γ vs. 𝐸cut (Γ and 𝐸pexrav from Tab. 2), and the Γ vs. 3 – 78 keV flux variabilities. The observations",0.0,0.803680981595092,0.19631901840490795,33.0,1.0,0.0,0.3802281368821293
are sorted and numbered by observation date (see Tab. 2).,0.0,0.8421052631578947,0.1578947368421053,10.0,1.0,0.0,0.7832699619771863
"outflowing corona, if the outflowing velocity is higher during X-ray",0.0,0.8676470588235294,0.13235294117647056,10.0,1.0,0.0,0.7414448669201521
